lsgi_code,lsgi_name,district,lsgi_type,number_of_wards,LDF,UDF,NDA,OTH,majority_number,largest_front,majority_front
G11043,Arikkulam,Kozhikkode,Grama Panchayat,15,8,5,0,2,8,LDF,LDF
G11044,Moodadi,Kozhikkode,Grama Panchayat,20,10,9,0,1,11,LDF,No Majority
G11045,Chengottukave,Kozhikkode,Grama Panchayat,18,5,9,4,0,10,UDF,No Majority
G11046,Atholi,Kozhikkode,Grama Panchayat,19,12,6,0,1,10,LDF,LDF
G11047,Kakkodi,Kozhikkode,Grama Panchayat,24,17,6,0,1,13,LDF,LDF
G11048,Chelannur,Kozhikkode,Grama Panchayat,24,12,11,0,1,13,LDF,No Majority
G11049,Kakkur,Kozhikkode,Grama Panchayat,17,5,10,1,1,9,UDF,UDF
G11050,Nanmanda,Kozhikkode,Grama Panchayat,18,8,8,2,0,10,TIE,TIE
G11051,Narikkuni,Kozhikkode,Grama Panchayat,17,2,13,0,2,9,UDF,UDF
G11052,Thalakkulathur,Kozhikkode,Grama Panchayat,19,7,12,0,0,10,UDF,UDF
G11053,Thiruvambady,Kozhikkode,Grama Panchayat,19,8,9,0,2,10,UDF,No Majority
G11054,Koodaranhi,Kozhikkode,Grama Panchayat,15,6,8,0,1,8,UDF,UDF
G11055,Kizhakkoth,Kozhikkode,Grama Panchayat,20,1,14,0,5,11,UDF,UDF
G11056,Madavoor,Kozhikkode,Grama Panchayat,19,5,13,0,1,10,UDF,UDF
G11058,Puthuppadi,Kozhikkode,Grama Panchayat,24,2,19,0,3,13,UDF,UDF
G11059,Thamarassery,Kozhikkode,Grama Panchayat,22,4,16,0,2,12,UDF,UDF
G11060,Omasery,Kozhikkode,Grama Panchayat,22,5,16,0,1,12,UDF,UDF
G11061,Kattippara,Kozhikkode,Grama Panchayat,17,8,9,0,0,9,UDF,UDF
G11062,Kodenchery,Kozhikkode,Grama Panchayat,21,3,18,0,0,11,UDF,UDF
G11063,Kodiyathur,Kozhikkode,Grama Panchayat,19,4,11,0,4,10,UDF,UDF
G11064,Kuruvattur,Kozhikkode,Grama Panchayat,21,9,10,1,1,11,UDF,No Majority
G11065,Mavoor,Kozhikkode,Grama Panchayat,19,5,10,0,4,10,UDF,UDF
G11066,Karasseri,Kozhikkode,Grama Panchayat,20,11,6,0,3,11,LDF,LDF
G11067,Kunnamangalam,Kozhikkode,Grama Panchayat,24,5,16,2,1,13,UDF,UDF
G11068,Chathamangalam,Kozhikkode,Grama Panchayat,24,8,10,2,4,13,UDF,No Majority
G11070,Peruvayal,Kozhikkode,Grama Panchayat,24,9,12,0,3,13,UDF,No Majority
G11071,Perumanna,Kozhikkode,Grama Panchayat,22,7,14,0,1,12,UDF,UDF
G11072,Kadalundi,Kozhikkode,Grama Panchayat,24,13,9,1,1,13,LDF,LDF
G11075,Olavanna,Kozhikkode,Grama Panchayat,24,15,8,1,0,13,LDF,LDF
G12002,Vellamunda,Wayanad,Grama Panchayat,24,7,16,0,1,13,UDF,UDF
G12003,Thirunelly,Wayanad,Grama Panchayat,19,15,2,1,1,10,LDF,LDF
G12004,Thondernadu,Wayanad,Grama Panchayat,17,3,13,1,0,9,UDF,UDF
G12005,Edavaka,Wayanad,Grama Panchayat,21,6,15,0,0,11,UDF,UDF
G12006,Thavinhal,Wayanad,Grama Panchayat,23,8,15,0,0,12,UDF,UDF
G12008,Noolpuzha,Wayanad,Grama Panchayat,19,7,10,2,0,10,UDF,UDF
G12009,Nenmeni,Wayanad,Grama Panchayat,24,10,12,1,1,13,UDF,No Majority
G12010,Ambalavayal,Wayanad,Grama Panchayat,22,5,16,1,0,12,UDF,UDF
G12011,Meenangadi,Wayanad,Grama Panchayat,21,12,7,0,2,11,LDF,LDF
G12012,Vengappally,Wayanad,Grama Panchayat,14,3,9,1,1,8,UDF,UDF
G12013,Vythiri,Wayanad,Grama Panchayat,15,6,5,0,4,8,LDF,No Majority
G12014,Pozhuthana,Wayanad,Grama Panchayat,15,6,9,0,0,8,UDF,UDF
G12015,Thariode,Wayanad,Grama Panchayat,14,3,9,0,2,8,UDF,UDF
G12016,Meppadi,Wayanad,Grama Panchayat,23,9,13,0,1,12,UDF,UDF
G12017,Muppainadu,Wayanad,Grama Panchayat,17,9,8,0,0,9,LDF,LDF
G12018,Kottathara,Wayanad,Grama Panchayat,14,4,6,1,3,8,UDF,No Majority
G12019,Muttil,Wayanad,Grama Panchayat,22,11,10,0,1,12,LDF,No Majority
G12020,Padinjarathara,Wayanad,Grama Panchayat,18,2,13,0,3,10,UDF,UDF
G12021,Panamaram,Wayanad,Grama Panchayat,24,8,15,1,0,13,UDF,UDF
G12022,Kaniyambetta,Wayanad,Grama Panchayat,21,2,17,1,1,11,UDF,UDF
G12023,Poothady,Wayanad,Grama Panchayat,23,9,8,3,3,12,LDF,No Majority
G12024,Pulpally,Wayanad,Grama Panchayat,21,8,8,4,1,11,TIE,TIE
G12025,Mullankolly,Wayanad,Grama Panchayat,19,2,13,1,3,10,UDF,UDF
G13001,Cheruthazham,Kannur,Grama Panchayat,19,19,0,0,0,10,LDF,LDF
G13002,Madayi,Kannur,Grama Panchayat,22,4,17,0,1,12,UDF,UDF
G13003,Ezhome,Kannur,Grama Panchayat,15,13,2,0,0,8,LDF,LDF
G13004,Cherukunnu,Kannur,Grama Panchayat,14,12,2,0,0,8,LDF,LDF
G13005,Mattool,Kannur,Grama Panchayat,19,1,18,0,0,10,UDF,UDF
G13006,Kannapuram,Kannur,Grama Panchayat,15,15,0,0,0,8,LDF,LDF
G13007,Kalliassery,Kannur,Grama Panchayat,20,20,0,0,0,11,LDF,LDF
G13008,Narath,Kannur,Grama Panchayat,18,7,11,0,0,10,UDF,UDF
G13009,Cherupuzha,Kannur,Grama Panchayat,20,6,13,0,1,11,UDF,UDF
G13010,Peringome Vayakkara,Kannur,Grama Panchayat,19,12,7,0,0,10,LDF,LDF
G13011,Eramam- Kuttoor,Kannur,Grama Panchayat,19,17,1,0,1,10,LDF,LDF
G13012,Kankole- Alapadamba,Kannur,Grama Panchayat,15,15,0,0,0,8,LDF,LDF
G13013,Karivellur- Peralam,Kannur,Grama Panchayat,16,16,0,0,0,9,LDF,LDF
G13014,Kunhimangalam,Kannur,Grama Panchayat,15,11,4,0,0,8,LDF,LDF
G13015,Ramanthali,Kannur,Grama Panchayat,18,11,7,0,0,10,LDF,LDF
G13016,Udayagiri,Kannur,Grama Panchayat,15,3,11,0,1,8,UDF,UDF
G13017,Alakode,Kannur,Grama Panchayat,21,5,14,1,1,11,UDF,UDF
G13018,Naduvil,Kannur,Grama Panchayat,20,4,14,0,2,11,UDF,UDF
G13019,Chapparapadavu,Kannur,Grama Panchayat,20,8,11,0,1,11,UDF,UDF
G13020,Chengalayi,Kannur,Grama Panchayat,20,11,9,0,0,11,LDF,LDF
G13021,Kurumathoor,Kannur,Grama Panchayat,20,14,5,0,1,11,LDF,LDF
G13022,Pariyaram,Kannur,Grama Panchayat,21,13,8,0,0,11,LDF,LDF
G13023,Pattuvam,Kannur,Grama Panchayat,14,9,5,0,0,8,LDF,LDF
G13024,Kadannappalli- Panappuzha,Kannur,Grama Panchayat,16,15,1,0,0,9,LDF,LDF
G13025,Irikkur,Kannur,Grama Panchayat,14,1,12,0,1,8,UDF,UDF
G13026,Eruvessy,Kannur,Grama Panchayat,15,2,8,0,5,8,UDF,UDF
G13027,Malappattam,Kannur,Grama Panchayat,14,13,1,0,0,8,LDF,LDF
G13028,Payyavoor,Kannur,Grama Panchayat,17,4,13,0,0,9,UDF,UDF
G13029,Mayyil,Kannur,Grama Panchayat,19,14,4,0,1,10,LDF,LDF
G13031,Padiyoor Kalliad,Kannur,Grama Panchayat,16,10,5,0,1,9,LDF,LDF
G13032,Ulikkal,Kannur,Grama Panchayat,22,5,15,0,2,12,UDF,UDF
G13033,Kuttiattoor,Kannur,Grama Panchayat,18,15,2,0,1,10,LDF,LDF
G13034,Chirakkal,Kannur,Grama Panchayat,24,14,8,1,1,13,LDF,LDF
G13037,Valapattanam,Kannur,Grama Panchayat,14,1,10,1,2,8,UDF,UDF
G13038,Azheekode,Kannur,Grama Panchayat,24,15,7,1,1,13,LDF,LDF
G13039,Pappinissery,Kannur,Grama Panchayat,22,16,4,1,1,12,LDF,LDF
G13040,Kolachery,Kannur,Grama Panchayat,19,5,13,1,0,10,UDF,UDF
G13041,Munderi,Kannur,Grama Panchayat,22,11,11,0,0,12,TIE,TIE
G13045,Chembilode,Kannur,Grama Panchayat,21,11,10,0,0,11,LDF,LDF
G13046,Kadambur,Kannur,Grama Panchayat,15,7,7,0,1,8,TIE,TIE
G13047,Peralassery,Kannur,Grama Panchayat,19,15,4,0,0,10,LDF,LDF
G13048,Muzhappilangad,Kannur,Grama Panchayat,17,11,2,0,4,9,LDF,LDF
G13049,Vengad,Kannur,Grama Panchayat,23,16,7,0,0,12,LDF,LDF
G13050,Dharmadam,Kannur,Grama Panchayat,20,15,2,3,0,11,LDF,LDF
G13051,Eranholi,Kannur,Grama Panchayat,18,16,2,0,0,10,LDF,LDF
G13052,Pinarayi,Kannur,Grama Panchayat,21,21,0,0,0,11,LDF,LDF
G13053,New Mahe,Kannur,Grama Panchayat,14,9,5,0,0,8,LDF,LDF
G13054,Ancharakandy,Kannur,Grama Panchayat,17,11,6,0,0,9,LDF,LDF
G13055,Thripangottoor,Kannur,Grama Panchayat,19,4,10,4,1,10,UDF,UDF
G13056,Chittariparamba,Kannur,Grama Panchayat,17,14,2,1,0,9,LDF,LDF
G13057,Pattiam,Kannur,Grama Panchayat,20,16,2,2,0,11,LDF,LDF
G13058,Kunnothuparamba,Kannur,Grama Panchayat,23,9,11,3,0,12,UDF,No Majority
G13059,Mangattidam,Kannur,Grama Panchayat,21,19,1,0,1,11,LDF,LDF
G13060,Kottayam,Kannur,Grama Panchayat,15,14,1,0,0,8,LDF,LDF
G13061,Chockli,Kannur,Grama Panchayat,19,18,1,0,0,10,LDF,LDF
G13065,Panniyannur,Kannur,Grama Panchayat,16,16,0,0,0,9,LDF,LDF
G13066,Mokeri,Kannur,Grama Panchayat,15,12,2,1,0,8,LDF,LDF
G13067,Kadirur,Kannur,Grama Panchayat,20,20,0,0,0,11,LDF,LDF
G13068,Aralam,Kannur,Grama Panchayat,19,6,13,0,0,10,UDF,UDF
G13069,Ayyankunnu,Kannur,Grama Panchayat,16,1,14,1,0,9,UDF,UDF
G13070,Keezhallur,Kannur,Grama Panchayat,16,12,4,0,0,9,LDF,LDF
G13071,Thillankeri,Kannur,Grama Panchayat,14,10,2,2,0,8,LDF,LDF
G13072,Koodali,Kannur,Grama Panchayat,20,12,8,0,0,11,LDF,LDF
G13073,Payam,Kannur,Grama Panchayat,19,13,6,0,0,10,LDF,LDF
G13075,Kanichar,Kannur,Grama Panchayat,14,2,12,0,0,8,UDF,UDF
G13076,Kelakam,Kannur,Grama Panchayat,14,5,9,0,0,8,UDF,UDF
G13077,Kottiyoor,Kannur,Grama Panchayat,14,2,11,1,0,8,UDF,UDF
G13078,Muzhakkunnu,Kannur,Grama Panchayat,16,8,5,2,1,9,LDF,No Majority
G13079,Kolayad,Kannur,Grama Panchayat,15,8,7,0,0,8,LDF,LDF
G13080,Malur,Kannur,Grama Panchayat,16,11,4,0,1,9,LDF,LDF
G13081,Peravoor,Kannur,Grama Panchayat,17,10,6,1,0,9,LDF,LDF
G14001,Kumbadaje,Kasargod,Grama Panchayat,14,1,5,7,1,8,NDA,No Majority
G14002,Bellur,Kasargod,Grama Panchayat,14,2,0,6,6,8,TIE,TIE
G14003,Karadka,Kasargod,Grama Panchayat,16,3,4,8,1,9,NDA,No Majority
G14004,Muliyar,Kasargod,Grama Panchayat,18,3,12,3,0,10,UDF,UDF
G14005,Delampady,Kasargod,Grama Panchayat,17,5,4,5,3,9,TIE,TIE
G14006,Bedadka,Kasargod,Grama Panchayat,19,17,2,0,0,10,LDF,LDF
G14007,Kuttikkol,Kasargod,Grama Panchayat,17,10,5,2,0,9,LDF,LDF
G14008,Manjeshwar,Kasargod,Grama Panchayat,24,0,13,6,5,13,UDF,UDF
G14009,Vorkady,Kasargod,Grama Panchayat,18,4,10,2,2,10,UDF,UDF
G14010,Meenja,Kasargod,Grama Panchayat,17,1,9,7,0,9,UDF,UDF
G14011,Mangalpady,Kasargod,Grama Panchayat,24,2,19,3,0,13,UDF,UDF
G14012,Paivalike,Kasargod,Grama Panchayat,21,5,7,5,4,11,UDF,No Majority
G14013,Puthige,Kasargod,Grama Panchayat,16,5,5,2,4,9,TIE,TIE
G14014,Enmakaje,Kasargod,Grama Panchayat,18,4,8,6,0,10,UDF,No Majority
G14015,Kumbla,Kasargod,Grama Panchayat,24,3,15,5,1,13,UDF,UDF
G14016,Badiadka,Kasargod,Grama Panchayat,21,1,10,10,0,11,TIE,TIE
G14017,Mogralputhur,Kasargod,Grama Panchayat,17,2,8,4,3,9,UDF,No Majority
G14018,Madhur,Kasargod,Grama Panchayat,24,0,9,15,0,13,NDA,NDA
G14019,Chemnad,Kasargod,Grama Panchayat,24,4,18,1,1,13,UDF,UDF
G14020,Chengala,Kasargod,Grama Panchayat,24,4,19,0,1,13,UDF,UDF
G14021,Udma,Kasargod,Grama Panchayat,23,11,12,0,0,12,UDF,UDF
G14022,Pallikkara,Kasargod,Grama Panchayat,24,12,11,1,0,13,LDF,No Majority
G14023,Ajanur,Kasargod,Grama Panchayat,24,12,8,4,0,13,LDF,No Majority
G14024,Pullur-Periya,Kasargod,Grama Panchayat,19,9,9,1,0,10,TIE,TIE
G14025,Madikai,Kasargod,Grama Panchayat,16,15,0,1,0,9,LDF,LDF
G14026,Kodom -Belur,Kasargod,Grama Panchayat,21,15,4,1,1,11,LDF,LDF
G14027,Kallar,Kasargod,Grama Panchayat,15,1,12,1,1,8,UDF,UDF
G14028,Panathady,Kasargod,Grama Panchayat,17,8,5,3,1,9,LDF,No Majority
G14029,Balal,Kasargod,Grama Panchayat,17,2,14,0,1,9,UDF,UDF
G14030,Kinanoor - Karindalam,Kasargod,Grama Panchayat,19,14,5,0,0,10,LDF,LDF
G14031,West Eleri,Kasargod,Grama Panchayat,19,10,9,0,0,10,LDF,LDF
G14032,East Eleri,Kasargod,Grama Panchayat,18,2,11,0,5,10,UDF,UDF
G14033,Kayyur -  Cheemeni,Kasargod,Grama Panchayat,17,16,1,0,0,9,LDF,LDF
G14034,Cheruvathur,Kasargod,Grama Panchayat,18,13,5,0,0,10,LDF,LDF
G14035,Valiyaparamba,Kasargod,Grama Panchayat,14,6,8,0,0,8,UDF,UDF
G14036,Padne,Kasargod,Grama Panchayat,16,9,7,0,0,9,LDF,LDF
G14037,Pilicode,Kasargod,Grama Panchayat,18,18,0,0,0,10,LDF,LDF
G14038,Trikaripur,Kasargod,Grama Panchayat,23,3,20,0,0,12,UDF,UDF
M01001,Neyyattinkara,Thiruvananthapuram,Municipality,46,25,12,7,2,24,LDF,LDF
M01002,Nedumangad,Thiruvananthapuram,Municipality,42,29,10,3,0,22,LDF,LDF
M01003,Attingal,Thiruvananthapuram,Municipality,32,16,7,7,2,17,LDF,No Majority
M01004,Varkala,Thiruvananthapuram,Municipality,34,16,6,10,2,18,LDF,No Majority
M02005,Paravoor,Kollam,Municipality,32,20,5,6,1,17,LDF,LDF
M02006,Punalur,Kollam,Municipality,36,21,14,1,0,19,LDF,LDF
M02007,Karunagappally,Kollam,Municipality,37,12,19,6,0,19,UDF,UDF
M02087,Kottarakkara,Kollam,Municipality,30,17,7,5,1,16,LDF,LDF
M03008,Adoor,Pathanamthitta,Municipality,29,8,16,4,1,15,UDF,UDF
M03009,Pathanamthitta,Pathanamthitta,Municipality,33,12,17,1,3,17,UDF,UDF
M03010,Thiruvalla,Pathanamthitta,Municipality,39,11,18,7,3,20,UDF,No Majority
M03061,Pandalam,Pathanamthitta,Municipality,34,14,11,9,0,18,LDF,No Majority
M04011,Kayamkulam,Alappuzha,Municipality,45,13,21,5,6,23,UDF,No Majority
M04012,Mavelikkara,Alappuzha,Municipality,28,4,15,8,1,15,UDF,UDF
M04013,Chengannur,Alappuzha,Municipality,27,5,13,6,3,14,UDF,No Majority
M04014,Alappuzha,Alappuzha,Municipality,53,22,23,5,3,27,UDF,No Majority
M04015,Cherthala,Alappuzha,Municipality,36,20,10,4,2,19,LDF,LDF
M04062,Harippad,Alappuzha,Municipality,30,7,16,6,1,16,UDF,UDF
M05016,Changanassery,Kottayam,Municipality,37,9,13,8,7,19,UDF,No Majority
M05017,Kottayam,Kottayam,Municipality,53,15,31,6,1,27,UDF,UDF
M05018,Vaikom,Kottayam,Municipality,27,7,13,3,4,14,UDF,No Majority
M05019,Palai,Kottayam,Municipality,26,11,10,0,5,14,LDF,No Majority
M05063,Ettumanoor,Kottayam,Municipality,36,5,20,6,5,19,UDF,UDF
M05064,Erattupetta,Kottayam,Municipality,29,7,8,0,14,15,OTH,No Majority
M06020,Thodupuzha,Idukki,Municipality,38,3,19,9,7,20,UDF,No Majority
M06065,Kattappana,Idukki,Municipality,35,12,20,0,3,18,UDF,UDF
M07021,Thrippunithura,Ernakulam,Municipality,53,20,12,21,0,27,NDA,No Majority
M07022,Muvattupuzha,Ernakulam,Municipality,30,7,17,1,5,16,UDF,UDF
M07023,Kothamangalam,Ernakulam,Municipality,33,4,20,1,8,17,UDF,UDF
M07024,Perumbavoor,Ernakulam,Municipality,29,8,14,2,5,15,UDF,No Majority
M07025,Aluva,Ernakulam,Municipality,26,2,16,4,4,14,UDF,UDF
M07026,Kalamassery,Ernakulam,Municipality,46,11,28,1,6,24,UDF,UDF
M07027,North Paravur,Ernakulam,Municipality,30,9,15,3,3,16,UDF,No Majority
M07028,Angamaly,Ernakulam,Municipality,31,9,12,2,8,16,UDF,No Majority
M07029,Eloor,Ernakulam,Municipality,32,7,11,5,9,17,UDF,No Majority
M07030,Thrikkakara,Ernakulam,Municipality,48,15,26,0,7,25,UDF,UDF
M07031,Maradu,Ernakulam,Municipality,35,7,19,0,9,18,UDF,UDF
M07066,Piravom,Ernakulam,Municipality,28,1,21,1,5,15,UDF,UDF
M07067,Koothattukulam,Ernakulam,Municipality,26,8,16,0,2,14,UDF,UDF
M08032,Chalakudy,Thrissur,Municipality,37,5,21,1,10,19,UDF,UDF
M08033,Irinjalakuda,Thrissur,Municipality,43,12,22,6,3,22,UDF,UDF
M08034,Kodungallur,Thrissur,Municipality,46,25,3,18,0,24,LDF,LDF
M08035,Chavakkad,Thrissur,Municipality,33,20,11,0,2,17,LDF,LDF
M08036,Guruvayoor,Thrissur,Municipality,46,23,16,2,5,24,LDF,No Majority
M08037,Kunnamkulam,Thrissur,Municipality,39,18,9,7,5,20,LDF,No Majority
M08068,Vadakkancherry,Thrissur,Municipality,42,22,17,2,1,22,LDF,LDF
M09038,Shornur,Palakkad,Municipality,35,17,5,12,1,18,LDF,No Majority
M09039,Ottappalam,Palakkad,Municipality,39,19,7,12,1,20,LDF,No Majority
M09040,Palakkad,Palakkad,Municipality,53,8,17,25,3,27,NDA,No Majority
M09041,Chittur-Thathamangalam,Palakkad,Municipality,30,6,19,0,5,16,UDF,UDF
M09069,Pattambi,Palakkad,Municipality,29,7,15,1,6,15,UDF,UDF
M09070,Cherupulassery,Palakkad,Municipality,33,11,12,1,9,17,UDF,No Majority
M09071,Mannarkkad,Palakkad,Municipality,30,4,17,1,8,16,UDF,UDF
M10042,Ponnani,Malappuram,Municipality,53,31,16,2,4,27,LDF,LDF
M10043,Tirur,Malappuram,Municipality,40,7,28,1,4,21,UDF,UDF
M10044,Perinthalmanna,Malappuram,Municipality,37,14,15,0,8,19,UDF,No Majority
M10045,Malappuram,Malappuram,Municipality,45,6,35,0,4,23,UDF,UDF
M10046,Manjeri,Malappuram,Municipality,53,11,34,1,7,27,UDF,UDF
M10047,Kottakkal,Malappuram,Municipality,35,5,25,2,3,18,UDF,UDF
M10048,Nilambur,Malappuram,Municipality,36,6,26,0,4,19,UDF,UDF
M10072,Thanoor,Malappuram,Municipality,45,0,31,8,6,23,UDF,UDF
M10073,Parappanangadi,Malappuram,Municipality,46,3,33,3,7,24,UDF,UDF
M10074,Valanchery,Malappuram,Municipality,34,2,25,0,7,18,UDF,UDF
M10075,Tirurangadi,Malappuram,Municipality,40,1,34,0,5,21,UDF,UDF
M10088,Kondotty,Malappuram,Municipality,41,2,31,0,8,21,UDF,UDF
M11049,Koilandy,Kozhikkode,Municipality,46,22,19,4,1,24,LDF,No Majority
M11050,Vadakara,Kozhikkode,Municipality,48,28,15,3,2,25,LDF,LDF
M11076,Payyoli,Kozhikkode,Municipality,37,14,21,1,1,19,UDF,UDF
M11077,Ramanattukara,Kozhikkode,Municipality,32,9,22,0,1,17,UDF,UDF
M11078,Koduvally,Kozhikkode,Municipality,37,3,21,0,13,19,UDF,UDF
M11079,Mukkam,Kozhikkode,Municipality,34,16,10,1,7,18,LDF,No Majority
M11080,Faroke,Kozhikkode,Municipality,39,15,23,1,0,20,UDF,UDF
M12051,Kalpetta,Wayanad,Municipality,30,15,8,2,5,16,LDF,No Majority
M12081,Mananthavadi,Wayanad,Municipality,37,15,21,0,1,19,UDF,UDF
M12082,Sulthanbethery,Wayanad,Municipality,36,14,19,1,2,19,UDF,UDF
M13053,Taliparamba,Kannur,Municipality,35,15,17,3,0,18,UDF,No Majority
M13054,Koothuparamba,Kannur,Municipality,29,23,4,1,1,15,LDF,LDF
M13055,Thalassery,Kannur,Municipality,53,32,13,6,2,27,LDF,LDF
M13056,Payyannur,Kannur,Municipality,46,35,9,0,2,24,LDF,LDF
M13057,Mattannur,Kannur,Municipality,35,21,13,1,0,18,LDF,LDF
M13083,Iritty,Kannur,Municipality,34,16,13,4,1,18,LDF,No Majority
M13084,Panoor,Kannur,Municipality,41,14,23,3,1,21,UDF,UDF
M13085,Sreekandapuram,Kannur,Municipality,31,13,18,0,0,16,UDF,UDF
M13086,Anthoor,Kannur,Municipality,29,29,0,0,0,15,LDF,LDF
M14058,Kanhangad,Kasargod,Municipality,47,20,20,4,3,24,TIE,TIE
M14059,Kasaragod,Kasargod,Municipality,39,1,24,12,2,20,UDF,UDF
M14060,Nileshwar,Kasargod,Municipality,34,20,13,0,1,18,LDF,LDF